card	artwork	edited artwork	atk	def	level	race	attribute	type	spell/trap type
Vorse Raider	0	No	1900	1200	4	Beast-Warrior	DARK	None	None
Vorse Raider	1	No	1900	1200	4	Beast-Warrior	DARK	None	None
Ring of Destruction	0	Yes	0	0	0	Trap	Trap	Trap	None
Aqua Chorus	0	No	0	0	0	Trap	Trap	Trap	Continuous
Sebek's Blessing	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Anti-Spell Fragrance	0	No	0	0	0	Trap	Trap	Trap	Continuous
Riryoku	0	No	0	0	0	Spell	Spell	Spell	None
Sword of Dragon's Soul	0	No	0	0	0	Spell	Spell	Spell	Equip
Luminous Soldier	0	No	2100	1400	5	Warrior	LIGHT	Effect	None
King Tiger Wanghu	0	No	1700	1000	4	Beast	EARTH	Effect	None
Command Knight	0	No	1200	1900	4	Warrior	FIRE	Effect	None
Wolf Axwielder	0	No	1650	1000	4	Beast-Warrior	EARTH	None	None
The Illusory Gentleman	0	No	1500	1600	4	Spellcaster	DARK	None	None
Patrician of Darkness	0	No	2000	1400	5	Zombie	DARK	Effect	None
Birdface	0	No	1600	1600	4	Winged Beast	WIND	Effect	None
Kryuel	0	No	1000	1700	4	Fiend	DARK	Effect	None
Airknight Parshath	0	No	1900	1400	5	Fairy	LIGHT	Effect	None
Fairy King Truesdale	0	No	2200	1500	6	Plant	WATER	Effect	None
Serpentine Princess	0	No	1400	2000	4	Reptile	WATER	Effect	None
Maiden of the Aqua	0	No	700	2000	4	Aqua	WATER	Effect	None
Robotic Knight	0	Yes	1600	1800	4	Machine	FIRE	None	None
Thunder Nyan Nyan	0	Yes	1900	800	4	Thunder	LIGHT	Effect	None
Molten Behemoth	0	No	1000	2200	5	Pyro	FIRE	None	None
Twin-Headed Behemoth	0	No	1500	1200	3	Dragon	WIND	Effect	None
Injection Fairy Lily	0	Yes	400	1500	3	Spellcaster	EARTH	Effect	None
Woodland Sprite	0	No	900	400	3	Plant	EARTH	Effect	None
Arsenal Bug	0	No	2000	2000	3	Insect	EARTH	Effect	None
Kinetic Soldier	0	No	1350	1800	3	Machine	EARTH	Effect	None
Jowls of Dark Demise	0	No	200	100	2	Fiend	WATER	Effect	None
Souleater	0	No	1200	0	4	Fish	EARTH	None	None
Slate Warrior	0	Yes	1900	400	4	Fiend	WIND	Effect	None
Timeater	0	No	1900	1700	6	Machine	DARK	Effect	None
Mucus Yolk	0	No	0	100	3	Aqua	DARK	Effect	None
Servant of Catabolism	0	No	700	500	3	Aqua	LIGHT	Effect	None
Rigras Leever	0	Yes	1600	100	3	Plant	FIRE	Effect	None
Moisture Creature	0	No	2800	2900	9	Fairy	LIGHT	Effect	None
Boneheimer	0	No	850	400	3	Aqua	WATER	None	None
Flame Dancer	0	No	550	450	2	Pyro	FIRE	None	None
Sonic Jammer	0	No	350	650	2	Machine	WIND	Effect	None
Gearfried the Iron Knight	0	No	1800	1600	4	Warrior	EARTH	Effect	None
Humanoid Slime	0	No	800	2000	4	Aqua	WATER	None	None
Worm Drake	0	No	1400	1500	4	Reptile	EARTH	None	None
Humanoid Worm Drake	0	No	2200	2000	7	Aqua	WATER	Fusion	None
Revival Jam	0	No	1500	500	4	Aqua	WATER	Effect	None
Flying Fish	0	No	800	500	4	Fish	WIND	None	None
Amphibian Beast	0	No	2400	2000	6	Fish	WATER	None	None
Rocket Warrior	0	No	1500	1300	4	Warrior	LIGHT	Effect	None
The Legendary Fisherman	0	Yes	1850	1600	5	Warrior	WATER	Effect	None
Robolady	0	No	450	900	3	Machine	EARTH	None	None
Roboyarou	0	No	900	450	3	Machine	EARTH	None	None
Lightning Conger	0	No	350	750	3	Thunder	WATER	None	None
Spherous Lady	0	No	400	1400	3	Rock	EARTH	None	None
Shining Abyss	0	No	1600	1800	4	Fairy	LIGHT	None	None
Archfiend of Gilfer	0	No	2200	2500	6	Fiend	DARK	Effect	None
Gadget Soldier	0	No	1800	2000	6	Machine	FIRE	None	None
Grand Tiki Elder	0	No	1500	800	4	Fiend	DARK	None	None
The Masked Beast	0	No	3200	1800	8	Fiend	DARK	Ritual	None
Melchid the Four-Face Beast	0	No	1500	1200	4	Fiend	DARK	None	None
Nuvia the Wicked	0	No	2000	800	4	Fiend	DARK	Effect	None
Soul Exchange	0	No	0	0	0	Spell	Spell	Spell	None
Mask of Weakness	0	No	0	0	0	Trap	Trap	Trap	None
Curse of the Masked Beast	0	No	0	0	0	Spell	Spell	Spell	Ritual
Mask of Dispel	0	No	0	0	0	Spell	Spell	Spell	Continuous
Mask of Restrict	0	No	0	0	0	Trap	Trap	Trap	Continuous
Mask of the Accursed	0	No	0	0	0	Spell	Spell	Spell	Equip
Mask of Brutality	0	No	0	0	0	Spell	Spell	Spell	Equip
Return of the Doomed	0	Yes	0	0	0	Spell	Spell	Spell	None
Lightning Blade	0	No	0	0	0	Spell	Spell	Spell	Equip
Tornado Wall	0	No	0	0	0	Trap	Trap	Trap	Continuous
Infinite Dismissal	0	No	0	0	0	Trap	Trap	Trap	Continuous
Fairy Box	0	No	0	0	0	Trap	Trap	Trap	Continuous
Torrential Tribute	0	No	0	0	0	Trap	Trap	Trap	None
Multiplication of Ants	0	No	0	0	0	Spell	Spell	Spell	None
De-Fusion	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Jam Breeding Machine	0	No	0	0	0	Spell	Spell	Spell	Continuous
Nightmare's Steelcage	0	No	0	0	0	Spell	Spell	Spell	None
Infinite Cards	0	No	0	0	0	Spell	Spell	Spell	Continuous
Jam Defender	0	No	0	0	0	Trap	Trap	Trap	Continuous
Card of Safe Return	0	Yes	0	0	0	Spell	Spell	Spell	Continuous
Magic Cylinder	0	No	0	0	0	Trap	Trap	Trap	None
Solemn Wishes	0	No	0	0	0	Trap	Trap	Trap	Continuous
Burning Land	0	No	0	0	0	Spell	Spell	Spell	Continuous
Cold Wave	0	No	0	0	0	Spell	Spell	Spell	None
Fairy Meteor Crush	0	No	0	0	0	Spell	Spell	Spell	Equip
Limiter Removal	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Shift	0	No	0	0	0	Trap	Trap	Trap	None
Insect Imitation	0	No	0	0	0	Spell	Spell	Spell	None
Dimensionhole	0	No	0	0	0	Spell	Spell	Spell	None
Magic Drain	0	No	0	0	0	Trap	Trap	Trap	Counter
Gravity Bind	0	No	0	0	0	Trap	Trap	Trap	Continuous
Shadow of Eyes	0	Yes	0	0	0	Trap	Trap	Trap	None
Girochin Kuwagata	0	No	1700	1000	4	Insect	WIND	None	None
Hayabusa Knight	0	No	1000	700	3	Warrior	EARTH	Effect	None
Bombardment Beetle	0	No	400	900	2	Insect	WIND	Effect	None
4-Starred Ladybug of Doom	0	No	800	1200	3	Insect	WIND	Effect	None
Gradius	0	No	1200	800	4	Machine	LIGHT	None	None
Red-Moon Baby	0	No	700	1000	3	Zombie	DARK	Effect	None
Mad Sword Beast	0	No	1400	1200	4	Dinosaur	EARTH	Effect	None
Skull Mariner	0	No	1600	900	4	Warrior	WATER	None	None
The All-Seeing White Tiger	0	No	1300	500	3	Beast	WIND	None	None
Goblin Attack Force	0	No	2300	0	4	Warrior	EARTH	Effect	None
Island Turtle	0	No	1100	2000	4	Aqua	WATER	None	None
Wingweaver	0	Yes	2750	2400	7	Fairy	LIGHT	None	None
Science Soldier	0	Yes	800	800	3	Warrior	DARK	None	None
Souls of the Forgotten	0	No	900	200	2	Fiend	DARK	None	None
Dokuroyaiba	0	No	1000	400	3	Fiend	FIRE	None	None
Rain of Mercy	0	No	0	0	0	Spell	Spell	Spell	None
Monster Recovery	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Type Zero Magic Crusher	0	No	0	0	0	Trap	Trap	Trap	Continuous
Yellow Luster Shield	0	No	0	0	0	Spell	Spell	Spell	Continuous
Creature Swap	0	No	0	0	0	Spell	Spell	Spell	None
Dark Magician	0	No	2500	2100	7	Spellcaster	DARK	None	None
Thousand Knives	0	No	0	0	0	Spell	Spell	Spell	None
Mystic Box	0	No	0	0	0	Spell	Spell	Spell	None
Ground Collapse	0	No	0	0	0	Spell	Spell	Spell	Continuous
Amazon Archer	0	No	1400	1000	4	Warrior	EARTH	Effect	None
Fire Princess	0	No	1300	1500	4	Pyro	FIRE	Effect	None
Spirit of the Breeze	0	No	0	1800	3	Fairy	WIND	Effect	None
Dancing Fairy	0	No	1700	1000	4	Fairy	WIND	Effect	None
Empress Mantis	0	No	2200	1400	6	Insect	WIND	None	None
Cure Mermaid	0	Yes	1500	800	4	Fish	WATER	Effect	None
Hysteric Fairy	0	Yes	1800	500	4	Fairy	LIGHT	Effect	None
Bio-Mage	0	No	1150	1000	3	Fairy	LIGHT	None	None
The Forgiving Maiden	0	Yes	850	2000	4	Fairy	LIGHT	Effect	None
St. Joan	0	No	2800	2000	7	Fairy	LIGHT	Fusion	None
Marie the Fallen One	0	Yes	1700	1200	5	Fiend	DARK	Effect	None
Jar of Greed	0	No	0	0	0	Trap	Trap	Trap	None
Scroll of Bewitchment	0	No	0	0	0	Spell	Spell	Spell	Equip
United We Stand	0	No	0	0	0	Spell	Spell	Spell	Equip
Mage Power	0	No	0	0	0	Spell	Spell	Spell	Equip
Offerings to the Doomed	0	Yes	0	0	0	Spell	Spell	Spell	Quick-Play
Meteor of Destruction	0	No	0	0	0	Spell	Spell	Spell	None
Lightning Vortex	0	No	0	0	0	Spell	Spell	Spell	None
Exchange	0	Yes	0	0	0	Spell	Spell	Spell	None
The Portrait's Secret	0	No	1200	1500	4	Fiend	EARTH	None	None
The Gross Ghost of Fled Dreams	0	No	1300	1800	4	Fiend	DARK	None	None
Headless Knight	0	No	1450	1700	4	Fiend	EARTH	None	None
Dark Necrofear	0	No	2200	2800	8	Fiend	DARK	Effect	None
Dark Magician's Tome of Black Magic	0	No	0	0	0	Spell	Spell	Spell	Equip
Destiny Board	0	Yes	0	0	0	Trap	Trap	Trap	Continuous
The Dark Door	0	No	0	0	0	Spell	Spell	Spell	Continuous
Earthbound Spirit	0	No	500	2000	4	Fiend	EARTH	None	None
Dark Spirit of the Silent	0	No	0	0	0	Trap	Trap	Trap	None
The Earl of Demise	0	No	2000	700	5	Fiend	DARK	None	None
Dark Sage	0	No	2800	3200	9	Spellcaster	DARK	Effect	None
Cathedral of Nobles	0	No	0	0	0	Spell	Spell	Spell	Continuous
Judgment of Anubis	0	No	0	0	0	Trap	Trap	Trap	Counter
Embodiment of Apophis	0	No	0	0	0	Trap	Trap	Trap	Continuous
Foolish Burial	0	Yes	0	0	0	Spell	Spell	Spell	None
Makiu	0	No	0	0	0	Spell	Spell	Spell	None
Ancient Lamp	0	No	900	1400	3	Spellcaster	WIND	Effect	None
Cyber Harpie Lady	0	Yes	1800	1300	4	Winged Beast	WIND	Effect	None
Mystical Beast Serket	0	No	2500	2000	6	Fairy	EARTH	Effect	None
Swift Gaia the Fierce Knight	0	No	2300	2100	7	Warrior	DARK	Effect	None
Obnoxious Celtic Guard	0	No	1400	1200	4	Warrior	EARTH	Effect	None
Zombyra the Dark	0	Yes	2100	500	4	Warrior	DARK	Effect	None
Spiritualism	0	No	0	0	0	Spell	Spell	Spell	None
Jowgen the Spiritualist	0	No	200	1300	3	Spellcaster	LIGHT	Effect	None
Kycoo the Ghost Destroyer	0	No	1800	700	4	Spellcaster	DARK	Effect	None
Summoner of Illusions	0	No	800	900	3	Spellcaster	LIGHT	Effect	None
Bazoo the Soul-Eater	0	No	1600	900	4	Beast	EARTH	Effect	None
Soul of Purity and Light	0	Yes	2000	1800	6	Fairy	LIGHT	Effect	None
Spirit of Flames	0	Yes	1700	1000	4	Pyro	FIRE	Effect	None
Aqua Spirit	0	Yes	1600	1200	4	Aqua	WATER	Effect	None
The Rock Spirit	0	No	1700	1000	4	Rock	EARTH	Effect	None
Garuda the Wind Spirit	0	No	1600	1200	4	Winged Beast	WIND	Effect	None
Gilasaurus	0	No	1400	400	3	Dinosaur	EARTH	Effect	None
Tornado Bird	0	No	1100	1000	4	Winged Beast	WIND	Effect	None
Dreamsprite	0	No	300	200	2	Plant	LIGHT	Effect	None
Supply	0	No	1300	800	4	Warrior	EARTH	Effect	None
Maryokutai	0	No	900	900	3	Aqua	WATER	Effect	None
Collected Power	0	No	0	0	0	Trap	Trap	Trap	None
Royal Command	0	No	0	0	0	Trap	Trap	Trap	Continuous
Riryoku Field	0	No	0	0	0	Trap	Trap	Trap	Counter
Skull Lair	0	No	0	0	0	Trap	Trap	Trap	Continuous
Graverobber's Retribution	0	No	0	0	0	Trap	Trap	Trap	Continuous
Deal of Phantom	0	No	0	0	0	Trap	Trap	Trap	None
Destruction Punch	0	No	0	0	0	Trap	Trap	Trap	None
Blind Destruction	0	No	0	0	0	Trap	Trap	Trap	Continuous
The Emperor's Holiday	0	Yes	0	0	0	Trap	Trap	Trap	Continuous
Cyclon Laser	0	No	0	0	0	Spell	Spell	Spell	Equip
Spirit Message "I	0	Yes	0	0	0	Spell	Spell	Spell	Continuous
Spirit Message "N	0	Yes	0	0	0	Spell	Spell	Spell	Continuous
Spirit Message "A	0	Yes	0	0	0	Spell	Spell	Spell	Continuous
Spirit Message "L	0	Yes	0	0	0	Spell	Spell	Spell	Continuous
Bait Doll	0	No	0	0	0	Spell	Spell	Spell	None
Fusion Gate	0	No	0	0	0	Spell	Spell	Spell	Field
Ekibyo Drakmord	0	No	0	0	0	Spell	Spell	Spell	Equip
Miracle Dig	0	No	0	0	0	Spell	Spell	Spell	None
Vengeful Bog Spirit	0	No	0	0	0	Spell	Spell	Spell	Continuous
Amazoness Swords Woman	0	No	1500	1600	4	Warrior	EARTH	Effect	None
Makyura the Destructor	0	No	1600	1200	4	Warrior	DARK	Effect	None
Amazoness Archers	0	No	0	0	0	Trap	Trap	Trap	None
Rope of Life	0	No	0	0	0	Trap	Trap	Trap	None
Enchanted Arrow	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Amazoness Chain Master	0	No	1500	1300	4	Warrior	EARTH	Effect	None
Viser Des	0	No	500	1200	4	Fiend	DARK	Effect	None
Viser Des	1	No	500	1200	4	Fiend	DARK	Effect	None
Amazoness Fighter	0	No	1500	1300	4	Warrior	EARTH	Effect	None
Nightmare Wheel	0	Yes	0	0	0	Trap	Trap	Trap	Continuous
Byser Shock	0	No	800	600	5	Fiend	DARK	Effect	None
Dark Ruler Ha Des	0	Yes	2450	1600	6	Fiend	DARK	Effect	None
Dark Balter the Terrible	0	Yes	2000	1200	5	Fiend	DARK	Fusion/Effect	None
Lesser Fiend	0	Yes	2100	1000	5	Fiend	DARK	Effect	None
Possessed Dark Soul	0	No	1200	800	3	Fiend	DARK	Effect	None
Winged Minion	0	Yes	700	700	2	Fiend	DARK	Effect	None
Ryu-Kishin Clown	0	No	800	500	2	Fiend	DARK	Effect	None
Twin-Headed Wolf	0	No	1500	1000	4	Fiend	DARK	Effect	None
Opticlops	0	No	1800	1700	4	Fiend	DARK	None	None
Bark of Dark Ruler	0	Yes	0	0	0	Trap	Trap	Trap	None
Fatal Abacus	0	No	0	0	0	Trap	Trap	Trap	Continuous
Life Absorbing Machine	0	Yes	0	0	0	Trap	Trap	Trap	Continuous
Double Snare	0	Yes	0	0	0	Spell	Spell	Spell	None
Freed the Matchless General	0	No	2300	1700	5	Warrior	EARTH	Effect	None
Throwstone Unit	0	No	900	2000	4	Warrior	EARTH	Effect	None
Marauding Captain	0	No	1200	400	3	Warrior	EARTH	Effect	None
Ryu Senshi	0	No	2000	1200	6	Warrior	EARTH	Fusion/Effect	None
Warrior Dai Grepher	0	No	1700	1600	4	Warrior	EARTH	None	None
Frontier Wiseman	0	No	1600	800	3	Spellcaster	EARTH	Effect	None
Exiled Force	0	No	1000	1000	4	Warrior	EARTH	Effect	None
The Hunter with 7 Weapons	0	Yes	1000	600	3	Warrior	EARTH	Effect	None
Shadow Tamer	0	Yes	800	700	3	Warrior	EARTH	Effect	None
Dragon Manipulator	0	No	700	800	3	Warrior	EARTH	Effect	None
The A. Forces	0	No	0	0	0	Spell	Spell	Spell	Continuous
Reinforcement of the Army	0	No	0	0	0	Spell	Spell	Spell	None
Array of Revealing Light	0	No	0	0	0	Spell	Spell	Spell	Field
The Warrior Returning Alive	0	No	0	0	0	Spell	Spell	Spell	None
Ready for Intercepting	0	No	0	0	0	Trap	Trap	Trap	None
A Feint Plan	0	No	0	0	0	Trap	Trap	Trap	None
Tyrant Dragon	0	No	2900	2500	8	Dragon	FIRE	Effect	None
Spear Dragon	0	No	1900	0	4	Dragon	WIND	Effect	None
Spirit Ryu	0	No	1000	1000	4	Dragon	WIND	Effect	None
The Dragon dwelling in the Cave	0	No	1300	2000	4	Dragon	WIND	None	None
Lizard Soldier	0	No	1100	800	3	Dragon	WIND	None	None
Fiend Skull Dragon	0	No	2000	1200	5	Dragon	WIND	Fusion/Effect	None
Cave Dragon	0	No	2000	100	4	Dragon	WIND	Effect	None
Gray Wing	0	No	1300	700	3	Dragon	WIND	Effect	None
Troop Dragon	0	No	700	800	2	Dragon	WIND	Effect	None
The Dragon's Bead	0	No	0	0	0	Trap	Trap	Trap	Continuous
A Wingbeat of Giant Dragon	0	No	0	0	0	Spell	Spell	Spell	None
Dragon's Gunfire	0	No	0	0	0	Spell	Spell	Spell	None
Stamping Destruction	0	No	0	0	0	Spell	Spell	Spell	None
Super Rejuvenation	0	Yes	0	0	0	Spell	Spell	Spell	Quick-Play
Dragon's Rage	0	No	0	0	0	Trap	Trap	Trap	Continuous
Burst Breath	0	No	0	0	0	Trap	Trap	Trap	None
Luster Dragon	0	No	2400	1400	6	Dragon	WIND	None	None
Emergency Provisions	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Keldo	0	No	1200	1600	4	Fairy	EARTH	Effect	None
Dragged Down into the Grave	0	No	0	0	0	Spell	Spell	Spell	None
Kaiser Glider	0	No	2400	2200	6	Dragon	LIGHT	Effect	None
Spell Reproduction	0	Yes	0	0	0	Spell	Spell	Spell	None
Collapse	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Mudora	0	No	1500	1800	4	Fairy	EARTH	Effect	None
Cestus of Dagla	0	No	0	0	0	Spell	Spell	Spell	Equip
De-Spell Germ Weapon	0	No	0	0	0	Trap	Trap	Trap	None
Des Feral Imp	0	No	1600	1800	4	Reptile	DARK	Effect	None
Reversal of Graves	0	No	0	0	0	Trap	Trap	Trap	None
Kelbek	0	No	1500	1800	4	Fairy	EARTH	Effect	None
Zolga	0	No	1700	1200	4	Fairy	EARTH	Effect	None
Blast Held by a Tribute	0	No	0	0	0	Trap	Trap	Trap	None
Agido	0	No	1500	1300	4	Fairy	EARTH	Effect	None
Silent Fiend	0	No	0	0	0	Spell	Spell	Spell	None
Fiber Jar	0	No	500	500	3	Plant	EARTH	Effect	None
Gradius' Option	0	No	65535	65535	1	Machine	LIGHT	Effect	None
Maharaghi	0	No	1200	1700	4	Rock	EARTH	Spirit	None
Inaba White Rabbit	0	No	700	500	3	Beast	EARTH	Spirit	None
Yata-Garasu	0	No	200	100	2	Fiend	WIND	Spirit	None
Susa Soldier	0	No	2000	1600	4	Thunder	EARTH	Spirit	None
Yamata Dragon	0	No	2600	3100	7	Dragon	FIRE	Spirit	None
Great Long Nose	0	Yes	1900	1700	5	Beast-Warrior	DARK	Spirit	None
Otohime	0	Yes	0	100	3	Spellcaster	LIGHT	Spirit	None
Hino-Kagu-Tsuchi	0	Yes	2800	2900	8	Pyro	FIRE	Spirit	None
Asura Priest	0	No	1700	1200	4	Fairy	LIGHT	Spirit	None
Fushi No Tori	0	No	1200	0	4	Winged Beast	FIRE	Spirit	None
Super Robolady	0	No	1200	500	6	Machine	EARTH	Fusion/Effect	None
Super Roboyarou	0	No	1200	500	6	Machine	EARTH	Fusion/Effect	None
Fengsheng Mirror	0	No	0	0	0	Spell	Spell	Spell	None
Heart of Clear Water	0	No	0	0	0	Spell	Spell	Spell	Equip
A Legendary Ocean	0	No	0	0	0	Spell	Spell	Spell	Field
Fusion Sword Murasame Blade	0	No	0	0	0	Spell	Spell	Spell	Equip
Smoke Grenade of the Thief	0	No	0	0	0	Spell	Spell	Spell	Equip
Spiritual Energy Settle Machine	0	No	0	0	0	Spell	Spell	Spell	Continuous
Second Coin Toss	0	No	0	0	0	Spell	Spell	Spell	Continuous
Convulsion of Nature	0	No	0	0	0	Spell	Spell	Spell	Continuous
The Secret of the Bandit	0	No	0	0	0	Spell	Spell	Spell	None
After the Struggle	0	No	0	0	0	Spell	Spell	Spell	None
Blast with Chain	0	No	0	0	0	Trap	Trap	Trap	None
Disappear	0	No	0	0	0	Trap	Trap	Trap	None
Bottomless Trap Hole	0	No	0	0	0	Trap	Trap	Trap	None
Ominous Fortunetelling	0	No	0	0	0	Trap	Trap	Trap	Continuous
Nutrient Z	0	No	0	0	0	Trap	Trap	Trap	None
Drop Off	0	No	0	0	0	Trap	Trap	Trap	None
Fiend Comedian	0	Yes	0	0	0	Trap	Trap	Trap	None
Last Turn	0	No	0	0	0	Trap	Trap	Trap	None
Des Volstgalph	0	No	2200	1700	6	Dragon	EARTH	Effect	None
Kaiser Sea Horse	0	No	1700	1650	4	Sea Serpent	LIGHT	Effect	None
Vampire Lord	0	No	2000	1500	5	Zombie	DARK	Effect	None
Gora Turtle	0	No	1100	1100	3	Aqua	WATER	Effect	None
Sasuke Samurai	0	No	500	800	2	Warrior	WIND	Effect	None
Poison Mummy	0	No	1000	1800	4	Zombie	EARTH	Effect	None
Dark Dust Spirit	0	No	2200	1800	6	Zombie	EARTH	Spirit	None
Royal Keeper	0	No	1600	1700	4	Zombie	EARTH	Effect	None
Wandering Mummy	0	No	1500	1500	4	Zombie	EARTH	Effect	None
Great Dezard	0	No	1900	2300	6	Spellcaster	DARK	Effect	None
Swarm of Scarabs	0	No	500	1000	3	Insect	DARK	Effect	None
Swarm of Locusts	0	No	1000	500	3	Insect	DARK	Effect	None
Giant Axe Mummy	0	No	1700	2000	5	Zombie	EARTH	Effect	None
Guardian Sphinx	0	No	1700	2400	5	Rock	EARTH	Effect	None
Pyramid Turtle	0	No	1200	1400	4	Zombie	EARTH	Effect	None
Dice Jar	0	No	200	300	3	Rock	LIGHT	Effect	None
Dark Scorpion Burglars	0	No	1000	1000	4	Warrior	DARK	Effect	None
Don Zaloog	0	Yes	1400	1500	4	Warrior	DARK	Effect	None
Des Lacooda	0	No	500	600	3	Zombie	EARTH	Effect	None
Fushioh Richie	0	No	2600	2900	7	Zombie	DARK	Effect	None
Cobraman Sakuzy	0	No	800	1400	3	Reptile	EARTH	Effect	None
Book of Life	0	No	0	0	0	Spell	Spell	Spell	None
Book of Taiyou	0	No	0	0	0	Spell	Spell	Spell	None
Book of Moon	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Mirage of Nightmare	0	No	0	0	0	Spell	Spell	Spell	Continuous
Call of the Mummy	0	No	0	0	0	Spell	Spell	Spell	Continuous
Timidity	0	No	0	0	0	Spell	Spell	Spell	None
Pyramid Energy	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Tutan Mask	0	No	0	0	0	Trap	Trap	Trap	Counter
Ordeal of a Traveler	0	No	0	0	0	Trap	Trap	Trap	Continuous
Bottomless Shifting Sand	0	No	0	0	0	Trap	Trap	Trap	Continuous
Curse of Royal	0	No	0	0	0	Trap	Trap	Trap	Counter
Needle Ceiling	0	No	0	0	0	Trap	Trap	Trap	None
Statue of the Wicked	0	No	0	0	0	Trap	Trap	Trap	None
Dark Coffin	0	No	0	0	0	Trap	Trap	Trap	None
Needle Wall	0	No	0	0	0	Trap	Trap	Trap	Continuous
Trap Dustshoot	0	No	0	0	0	Trap	Trap	Trap	None
Reckless Greed	0	No	0	0	0	Trap	Trap	Trap	None
Toon Dark Magician Girl	0	Yes	2000	1700	6	Spellcaster	DARK	Toon	None
Gilford the Lightning	0	No	2800	1400	8	Warrior	LIGHT	Effect	None
Gilford the Lightning	1	No	2800	1400	8	Warrior	LIGHT	Effect	None
Exarion Universe	0	No	1800	1900	4	Beast-Warrior	DARK	Effect	None
Legendary Fiend	0	No	1500	1800	6	Fiend	DARK	Effect	None
Toon Defense	0	No	0	0	0	Trap	Trap	Trap	Continuous
Toon Table of Contents	0	Yes	0	0	0	Spell	Spell	Spell	None
Toon Masked Sorcerer	0	No	900	1400	4	Spellcaster	DARK	Toon	None
Toon Gemini Elf	0	Yes	1900	900	4	Spellcaster	EARTH	Toon	None
Toon Cannon Soldier	0	No	1400	1300	4	Machine	DARK	Toon	None
Toon Goblin Attack Force	0	No	2300	0	4	Warrior	EARTH	Toon	None
Card of Sanctity	0	No	0	0	0	Spell	Spell	Spell	None
Puppet Master	0	Yes	0	0	6	Fiend	DARK	Effect	None
Newdoria	0	No	1200	800	4	Fiend	DARK	Effect	None
Lord Poison	0	No	1500	1000	4	Plant	WATER	Effect	None
Blade Knight	0	No	1600	1000	4	Warrior	LIGHT	Effect	None
Helpoemer	0	No	2000	1400	5	Fiend	DARK	Effect	None
Hidden Soldier	0	No	0	0	0	Trap	Trap	Trap	None
Gil Garth	0	No	1800	1200	4	Fiend	DARK	None	None
Calamity of the Wicked	0	No	0	0	0	Trap	Trap	Trap	None
Lava Golem	0	No	3000	2500	8	Fiend	FIRE	Effect	None
Monster Relief	0	No	0	0	0	Trap	Trap	Trap	None
Machine Duplication	0	No	0	0	0	Spell	Spell	Spell	None
Dark Jeroid	0	No	1200	1500	4	Fiend	DARK	Effect	None
Master of Dragon Soldier	0	No	5000	5000	12	Dragon	LIGHT	Fusion/Effect	None
F.G.D.	0	No	5000	5000	12	Dragon	DARK	Fusion/Effect	None
Queen's Knight	0	No	1500	1600	4	Warrior	LIGHT	None	None
X-Head Cannon	0	Yes	1800	1500	4	Machine	LIGHT	None	None
Enemy Controller	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Master Kyonshee	0	No	1750	1000	4	Zombie	EARTH	None	None
Kabazauls	0	No	1700	1500	4	Dinosaur	WATER	None	None
Inpachi	0	No	1600	1900	4	Machine	EARTH	None	None
Gravekeeper's Spy	0	No	1200	2000	4	Spellcaster	DARK	Effect	None
Gravekeeper's Curse	0	No	800	800	3	Spellcaster	DARK	Effect	None
Gravekeeper's Guard	0	No	1000	1900	4	Spellcaster	DARK	Effect	None
Gravekeeper's Spear Soldier	0	No	1500	1000	4	Spellcaster	DARK	Effect	None
Gravekeeper's Cannonholder	0	No	1400	1200	4	Spellcaster	DARK	Effect	None
Gravekeeper's Assailant	0	No	1500	1500	4	Spellcaster	DARK	Effect	None
A Man with Wdjat	0	No	1600	1600	4	Spellcaster	DARK	Effect	None
Mystical Knight of Jackal	0	No	2700	1200	7	Beast-Warrior	LIGHT	Effect	None
A Cat of Ill Omen	0	No	500	300	2	Beast	DARK	Effect	None
Yomi Ship	0	No	800	1400	3	Aqua	WATER	Effect	None
Winged Sage Falcos	0	No	1700	1200	4	Winged Beast	WIND	Effect	None
An Owl of Luck	0	No	300	500	2	Winged Beast	WIND	Effect	None
Charm of Shabti	0	No	100	100	1	Rock	EARTH	Effect	None
Cobra Jar	0	No	600	300	2	Reptile	EARTH	Effect	None
Spirit Reaper	0	No	300	200	3	Zombie	DARK	Effect	None
Nightmare Horse	0	No	500	400	2	Zombie	DARK	Effect	None
Reaper on the Nightmare	0	No	800	600	5	Zombie	DARK	Fusion/Effect	None
Card Shuffle	0	No	0	0	0	Spell	Spell	Spell	Continuous
Reasoning	0	No	0	0	0	Spell	Spell	Spell	None
Dark Room of Nightmare	0	No	0	0	0	Spell	Spell	Spell	Continuous
Different Dimension Capsule	0	No	0	0	0	Spell	Spell	Spell	None
Necrovalley	0	No	0	0	0	Spell	Spell	Spell	Field
Buster Rancher	0	No	0	0	0	Spell	Spell	Spell	Equip
Hieroglyph Lithograph	0	No	0	0	0	Spell	Spell	Spell	None
