index	card	atk	def	level	race	attribute	type	spell/trap type	description	rating
547	Harpie's Feather Duster	0	0	0	Spell	Spell	Spell	None	Destroys all of your opponent's Magic and Trap Cards on the field.	
548	Harpie's Feather Duster	0	0	0	Spell	Spell	Spell	None	Destroys all of your opponent's Magic and Trap Cards on the field.	
343	Harpie's Pet Dragon	2000	2500	7	Dragon	WIND	Effect	None	Increases the ATK and DEF of this card by 300 points for each face-up @5"Harpie Lady"@7 on the field.	
1731	Harpies' Hunting Ground	0	0	0	Spell	Spell	Spell	Field	When @5"Harpie Lady"@7 or @5"Harpie Lady Sisters"@7 is Normal Summoned or Special Summoned to the field, destroy 1 Spell or Trap Card on the field. Increase the ATK and DEF of all face-up Winged Beast-Type monsters on the field by 200 points.	
892	Hayabusa Knight	1000	700	3	Warrior	EARTH	Effect	None	This card can attack twice during the same Battle Phase.	
936	Headless Knight	1450	1700	4	Fiend	EARTH	None	None	A haunted spirit of a falsely accused knight who wanders in search of truth and justice.	
1077	Heart of Clear Water	0	0	0	Spell	Spell	Spell	Equip	If the equipped monster's ATK is 1300 or higher, this card is destroyed. The monster equipped with this card is not destroyed as a result of battle or by the effect of a card that targets the monster. (Damage calculation is applied normally.)	
1423	Heart of the Underdog	0	0	0	Spell	Spell	Spell	Continuous	During your Draw Phase, when you draw a Normal Monster Card(s), you can draw 1 more card by showing it to your opponent.	
1705	Heavy Mech Support Platform	500	500	3	Machine	DARK	Union	None	Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to a face-up Machine-Type monster on your side of the field as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. When equipped to a monster by this card's effect, that monster's ATK/DEF is increased by 500 points. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed, this card is destroyed instead.)	
1678	Heavy Slump	0	0	0	Trap	Trap	Trap	None	You can only activate this card when your opponent has 8 or more cards in his/her hand. Your opponent adds his/her hand to the Deck, shuffles it, and draws 2 cards.	
2077	Helios Duo Megiste	65535	65535	6	Pyro	LIGHT	Effect	None	This card can be Tribute Summoned by giving one @5"The Ancient Sun Helios"@7 card from your Field as a Tribute. The ATK and DEF of this card are equal to the total of the number of Monster Cards that have been removed from the game x 200. If this card is destroyed in battle and sent to the Graveyard, it is automatically Special Summoned in the End Phase and its ATK/DEF increase by 300 points.	
2078	Helios Tris Megiste	65535	65535	8	Pyro	LIGHT	Effect	None	This card can be Tribute Summoned by giving one @5"Helios Duo Megiste"@7 card from your Field as a Tribute. The ATK and DEF of this card are equal to the total of the number of Monster Cards that have been removed from the game x 300. If this card is destroyed in battle and sent to the Graveyard, it is automatically Special Summoned in the End Phase and its ATK/DEF increase by 500 points. If your opponent has Monster Cards on the Field at the time, this card can attack them once more.	
1230	Helping Robo For Combat	1600	0	4	Machine	LIGHT	Effect	None	Each time this card destroys your opponent's monster as a result of battle, draw 1 card, then select and return 1 card from your hand to the bottom of your Deck.	
1148	Helpoemer	2000	1400	5	Fiend	DARK	Effect	None	If this card is destroyed and sent to the Graveyard as a result of battle, this card's effect is activated. As long as this card is in the Graveyard, your opponent discards 1 card randomly from his/her hand at the end of his/her Battle Phase. This card cannot be Special Summoned from the Graveyard.	
1965	Hero Barrier	0	0	0	Trap	Trap	Trap	None	If there is a face-up monster on your side of the field that includes @5"Elemental Hero"@7 in its card name, negate 1 attack from your opponent's monster.	
2020	Hero Heart	0	0	0	Spell	Spell	Spell	None	Select 1 face-up monster on your side of the field that includes @5"Elemental Hero"@7 in its card name to activate this card. This turn, the ATK of the selected monster is halved and it can attack twice during the same Battle Phase.	
1995	Hero Heyro	0	0	0	Trap	Trap	Trap	None	After activation, this card becomes an Equip Card and can be equipped to any Warrior card with an ATK of 1500 or less. Monster Cards owned by your opponent with an ATK of 1900 or more cannot attack the Monster to which this card is equipped.	
2016	Hero Kid	300	600	2	Warrior	EARTH	Effect	None	When this card is Special Summoned, you can Special Summon any number of @5"Hero Kid"@7(s) from your Deck.	
114	Hero of the East	1100	1000	3	Warrior	EARTH	None	None	A sword-swinging samurai from the Far East.	
1860	Hero Signal	0	0	0	Trap	Trap	Trap	None	You can only activate this card when a monster on your side of the field is destroyed as a result of battle and sent to the Graveyard. Special Summon 1 Level 4 or lower monster from your hand or Deck that includes @5"Elemental Hero"@7 in its card name.	
1297	Hidden Book of Spell	0	0	0	Trap	Trap	Trap	None	You can only activate this card during your turn. Select 2 Spell Cards from your Graveyard and add them to your Deck. Your Deck is then shuffled.	
1149	Hidden Soldier	0	0	0	Trap	Trap	Trap	None	Can be activated when your opponent Summons or Flip Summons a Monster. Special Summons 1 DARK monster Level 4 or lower from your Hand.	
1825	Hieracosphinx	2400	1200	6	Rock	EARTH	Effect	None	As long as this card remains face-up on your side of the field, your opponent cannot select a face-down Defense Position monster as an attack target.	
1187	Hieroglyph Lithograph	0	0	0	Spell	Spell	Spell	None	Pay 1000 Life Points. During the current Duel, your hand size limit becomes 7.	
514	High Tide Gyojin	1650	1300	4	Aqua	WATER	None	None	A very agile half-fish warrior known for its relentless attacks.	
1841	Hiita the Fire Charmer	500	1500	3	Spellcaster	FIRE	Effect	None	FLIP: Take control of 1 FIRE monster on your opponent's side of the field, for as long as this card remains face-up on the field.	
1071	Hino-Kagu-Tsuchi	2800	2900	8	Pyro	FIRE	Spirit	None	This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. If this card inflicts Battle Damage to your opponent's Life Points, your opponent discards all cards in his/her hand during the next Draw Phase before he/she draws.	
198	Hinotama Soul	600	500	2	Pyro	FIRE	None	None	An intensely hot flame creature that rams anything standing in its way.	
506	Hiro's Shadow Scout	650	500	2	Fiend	DARK	Effect	None	FLIP: Your opponent draws 3 cards. Both players look at the cards. If there are any Spell Cards among them, discard all those Spell Card(s) to the Graveyard.	
214	Hitodenchak	600	700	2	Aqua	WATER	None	None	A rabid starfish that spits a lethal acid that can melt almost anything.	
6	Hitotsu-Me Giant	1200	1000	4	Beast-Warrior	EARTH	None	None	A one-eyed behemoth with thick, powerful arms made for delivering punishing blows.	
268	Holograh	1100	700	3	Machine	EARTH	None	None	This machine generates illusions that leave an enemy wide open to attacks.	
1871	Holy Knight Ishzark	2300	1800	6	Warrior	LIGHT	Effect	None	A monster that this card destroys as a result of battle is removed from play.	
2075	Homonculus Gold	1500	1500	6	Warrior	LIGHT	Effect	None	The ATK and DEF of this card increase by the total of the number of your cards removed from the game x 300.	
1727	Homunculus the Alchemic Being	1800	1600	4	Plant	LIGHT	Effect	None	You can change the Attribute of this monster. This effect can only be used once per turn.	
27	Horn Imp	1300	1000	4	Fiend	DARK	None	None	A small fiend that dwells in the dark, its single horn makes it a formidable opponent.	
686	Horn of Heaven	0	0	0	Trap	Trap	Trap	Counter	Tribute 1 monster on your side of the field. Negate the Normal Summon / Flip Summon / Special Summon of a monster and destroy it.	
286	Horn of Light	0	0	0	Spell	Spell	Spell	Equip	Increase the DEF of a monster equipped with this card by 800 points. When this card is sent from the field to the Graveyard, if you pay 500 Life Points, this card returns to the top of your Deck.	
287	Horn of the Unicorn	0	0	0	Spell	Spell	Spell	Equip	Increase the ATK and DEF of a monster equipped with this card by 700 points. When this card is sent from the field to the Graveyard, it returns to the top of your Deck.	
1632	Horus the Black Flame Dragon LV4	1600	1000	4	Dragon	FIRE	Effect	None	As long as this card remains face-up on your side of the field, control of this card cannot switch. During the End Phase of a turn that this card destroyed a monster as a result of battle, send this card to the Graveyard to Special Summon 1 @5"Horus the Black Flame Dragon LV6"@7 from your hand or Deck.	
1633	Horus the Black Flame Dragon LV6	2300	1600	6	Dragon	FIRE	Effect	None	As long as this card remains face-up on your side of the field, it is unaffected by any Spell Cards. During the End Phase of a turn that this card destroyed a monster as a result of battle, send this card to the Graveyard to Special Summon 1 @5"Horus the Black Flame Dragon LV8"@7 from your hand or Deck.	
1634	Horus the Black Flame Dragon LV8	3000	1800	8	Dragon	FIRE	Effect	None	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of @5"Horus the Black Flame Dragon LV6"@7. As long as this card remains face-up on your side of the field, you can negate the activation and effect of any Spell Cards and destroy them.	
1642	Horus' Servant	100	100	1	Beast-Warrior	FIRE	Effect	None	As long as this card remains face-up on your side of the field, your opponent cannot designate @5"Horus the Black Flame Dragon"@7 (of any LV) as the target of the effect of a Spell, Trap, or Monster Card.	
413	Hoshiningen	500	700	2	Fairy	LIGHT	Effect	None	As long as this card remains face-up on the field, increase the ATK of all LIGHT monsters by 500 points and decrease the ATK of all DARK monsters by 400 points.	
216	Hourglass of Life	700	600	2	Fairy	LIGHT	None	None	This creature grants power instead of shortening life.	
554	House of Adhesive Tape	0	0	0	Trap	Trap	Trap	None	If the DEF of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed.	
1650	Howling Insect	1200	1300	3	Insect	EARTH	Effect	None	When this card is destroyed and sent to the Graveyard as a result of battle, you can Special Summon 1 Insect-Type monster with an ATK of 1500 or less to your side of the field from your Deck. Then shuffle your Deck.	
1245	Huge Revolution	0	0	0	Trap	Trap	Trap	None	This card can only be activated during your Main Phase when @5"People Running About"@7, @5"Oppressed People"@7, and @5"United Resistance"@7 are face-up on your side of the field. Send all cards in your opponent's hand to the Graveyard and destroy all cards your opponent controls on the field.	
1606	Human-Wave Tactics	0	0	0	Trap	Trap	Trap	Continuous	During the End Phase of each turn, select a number of Level 2 or lower Normal Monsters from your Deck equal to the number of your Level 2 or lower Normal Monsters destroyed as a result of battle during that turn, and Special Summon them to your side of the field. The Deck is then shuffled.	
840	Humanoid Slime	800	2000	4	Aqua	WATER	None	None	This slime apparently has some human genes in its genetic makeup.	
842	Humanoid Worm Drake	2200	2000	7	Aqua	WATER	Fusion	None	@5"Worm Drake"@7+@5"Humanoid Slime"@7	
568	Hungry Burger	2000	1850	6	Warrior	DARK	Ritual	None	This monster can only be Ritual Summoned with the Ritual Spell Card, @5"Hamburger Recipe"@7. You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.	
166	Hurricail	900	200	2	Spellcaster	WIND	None	None	A tornado that ravages the wastelands with sharp winds that can cut to the bone.	
1950	Hydrogeddon	1600	1000	4	Dinosaur	WATER	Effect	None	When this card destroys an opponent's monster as a result of battle and sends it to the Graveyard, you can Special Summon 1 @5"Hydrogeddon"@7 from your Deck.	
1768	Hyena	1000	300	3	Beast	EARTH	Effect	None	When this card is sent to the Graveyard as a result of battle, you can Special Summon any @5"Hyena"@7(s) from your Deck to the field. Then shuffle your Deck.	
235	Hyo	800	1200	3	Warrior	WATER	None	None	None can survive the cold touch of this sub-zero warrior.	
597	Hyozanryu	2100	2800	7	Dragon	LIGHT	None	None	A dragon created from a massibe diamond that sparkles with blinding light.	
1464	Hyper Hammerhead	1500	1200	4	Dinosaur	EARTH	Effect	None	When this monster battles an opponent's monster, if the opponent's monster is not destroyed as a result of the battle, the opponent's monster is returned to its owner's hand at the end of the Damage Step.	
921	Hysteric Fairy	1800	500	4	Fairy	LIGHT	Effect	None	Offer 2 monsters on your side of the field as a Tribute to increase your Life Points by 1000 points.	
369	Ice Water	1150	900	3	Aqua	WATER	None	None	A very aggressive mermaid that attacks enemies with the spikes growing from its body.	
47	Illusionist Faceless Mage	1200	2200	5	Spellcaster	DARK	None	None	Manipulates enemy attacks with the power of illusion.	
1859	Impenetrable Formation	0	0	0	Spell	Spell	Spell	Continuous	Select 1 monster on your side of the field to activate this card. While you have 2 or more monsters on your side of the field, and all monsters on your side of the field are in Defense Position, increase the DEF of the selected monster by 700 points. When the selected monster is removed from the field, destroy this card.	
767	Imperial Order	0	0	0	Trap	Trap	Trap	Continuous	As long as this card remains face-up on the field, negate the effects of all Spell Cards on the field. Pay 700 Life Points during each of your Standby Phases. If you do not, this card is destroyed.	
1065	Inaba White Rabbit	700	500	3	Beast	EARTH	Spirit	None	This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. This monster attacks your opponent's Life Points directly.	
1379	Incandescent Ordeal	0	0	0	Spell	Spell	Spell	Ritual	This card is used to Ritual Summon @5"Legendary Flame Lord"@7. You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.	
1906	Indomitable Fighter Lei Lei	2300	0	4	Beast-Warrior	EARTH	Effect	None	If this card attacks, it is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn, except with a card effect.	
1870	Infernal Flame Emperor	2700	1600	9	Pyro	FIRE	Effect	None	This card cannot be Special Summoned. When this card is Tribute Summoned successfully, you can remove from play up to 5 Fire monsters in your Graveyard. Destroy a number of Spell or Trap Cards equal to the number of the cards that you remove from play by this effect.	
1372	Infernalqueen Archfiend	900	1500	4	Fiend	FIRE	Effect	None	The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. As long as this card remains on the field, during each Standby Phase, increase the ATK of 1 Archfiend Monster Card by 1000 points until the End Phase.	
1415	Inferno	1100	1900	4	Pyro	FIRE	Effect	None	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 FIRE monster in your Graveyard. When this card destroys an opponent's monster as a result of battle and sends it to the Graveyard, inflict 1500 points of damage to your opponent's Life Points.	
1667	Inferno Fire Blast	0	0	0	Spell	Spell	Spell	None	Select 1 face-up @5"Red-Eyes B. Dragon"@7 on your side of the field to activatre this card. Inflict damage to your opponent's Life Points equal to the original ATK of the selected @5"Red-Eyes B. Dragon"@7. @5"Red-Eyes B. Dragon"@7 cannot attack during the turn you use this card.	
1501	Inferno Hammer	2400	0	6	Fiend	DARK	Effect	None	When this card destroys your opponent's monster and sends it to the Graveyard as a result of battle, you can select 1 face-up monster on your opponent's side of the field and flip it into face-down Defense Position.	
2007	Inferno Reckless Summon	0	0	0	Spell	Spell	Spell	Quick-Play	You can only activate this card when 1 monster with an ATK of 1500 points or less is Special Summoned to your side of the field while there is a face-up monster on your opponent's side of the field. Special Summon all cards with the same name as the Summoned monster from your hand, Deck, and Graveyard in face-up Attack Position. Your opponent selects 1 monster on their side of the field and Special Summons all cards with that same name from their hand, Deck, and Graveyard.	
1625	Inferno Tempest	0	0	0	Spell	Spell	Spell	Quick-Play	When you take 3000 or more Battle Damage from 1 attack, you can activate this card. Remove all monsters in each player's Deck and Graveyard from play.	
876	Infinite Cards	0	0	0	Spell	Spell	Spell	Continuous	As long as this card remains face-up on the field, there is no limit to the number of cards in both players' hands.	
869	Infinite Dismissal	0	0	0	Trap	Trap	Trap	Continuous	Level 3 or lower monsters are destroyed during the End Phase of the turn that they are Normal Summoned or Flip Summoned.	
824	Injection Fairy Lily	400	1500	3	Spellcaster	EARTH	Effect	None	This card's effect can be activated only during the Damage Step of either player's turn that this card battles. Pay 2000 Life Points to increase the ATK of this monster by 3000 points only during the Damage Step.	
1163	Inpachi	1600	1900	4	Machine	EARTH	None	None	A log that attacks lost travelers in the forest. Originally a big tree, it was cut down and possessed by a wicked spirit.	
284	Insect Armor with Laser Cannon	0	0	0	Spell	Spell	Spell	Equip	An Insect-Type monster equipped with this card increases its ATK by 700 points.	
665	Insect Barrier	0	0	0	Spell	Spell	Spell	Continuous	Your opponent cannot declare an attack with any Insect-Type monsters on his/her side of the field.	
886	Insect Imitation	0	0	0	Spell	Spell	Spell	None	Offer 1 monster on your side of the field as a Tribute. Select 1 Insect-Type monster from your Deck that is 1 Level higher than the Tribute monster and Special Summon it on the field in face-up Attack Position or face-down Defense Position. The Deck is then shuffled.	
1756	Insect Knight	1900	1500	4	Insect	EARTH	None	None	Of all Insect fighters, he is the paragon of the Indestructible Insect Invaders, which only the elite of the elite can join. We can no longer ignore their unmatched battle prowess.	
2081	Insect Monster Token	100	100	1	Insect	EARTH	Token	None	Special Summon with the effect of @5"Insect Queen"@7.	
1468	Insect Princess	1900	1200	6	Insect	WIND	Effect	None	While this card is face-up on the field, battle positions of all face-up Insect-Type monsters on your opponent's side of the field are changed into Attack Position. Each time this card destroys an Insect-Type monster as a result of battle, increase the ATK of this card by 500 points.	
624	Insect Queen	2200	2400	7	Insect	EARTH	Effect	None	You cannot declare an attack without Tributing 1 monster on your side of the field. Increase the ATK of this card by 200 points for each face-up Insect-Type monster on the field. Special Summon 1 @5"Insect Monster Token"@7 (Insect-Type/EARTH/1 Star/ATK 100/DEF 100) in Attack Position on your side of the field during the End Phase of each turn that this card destroys your opponent's monster.	
403	Insect Soldiers of the Sky	1000	800	3	Insect	WIND	Effect	None	The ATK of this card increases by 1000 points whenever it attacks a WIND monster.	
1209	Interdimensional Matter Transporter	0	0	0	Trap	Trap	Trap	None	Select 1 face-up monster on your side of the field and remove it from play until the End Phase of this turn.	
464	Invader from Another Dimension	950	1400	4	Fiend	DARK	None	None	An extraterrestrial monster that came from a distant galaxy.	
1498	Invader of Darkness	2900	2500	8	Fiend	DARK	Effect	None	While this card is face-up on the field, your opponent cannot activate Quick-Play Spell Cards.	
526	Invader of the Throne	1350	1700	4	Warrior	EARTH	Effect	None	FLIP: Select 1 monster on your opponent's side of the field and switch control of it with this card. This effect cannot be activated during the Battle Phase.	
1717	Invasion of Flames	1300	1200	3	Pyro	FIRE	Effect	None	When this card is Normal Summoned successfully, no Trap Cards can be activated.	
1366	Iron Blacksmith Kotetsu	500	500	2	Beast-Warrior	FIRE	Effect	None	FLIP: Select 1 Equip Spell Card from your Deck and add it to your hand.	
901	Island Turtle	1100	2000	4	Aqua	WATER	None	None	A huge turtle that is often mistaken for an island.	
1208	Jack's Knight	1900	1000	5	Warrior	LIGHT	None	None	A strong master swordsman. His loyalty is to justice, his duty to protect the weak.	
1487	Jade Insect Whistle	0	0	0	Spell	Spell	Spell	None	Your opponent selects 1 Insect-Type Monster from their Deck. After shuffling the Deck, place the card on top of the Deck.	
874	Jam Breeding Machine	0	0	0	Spell	Spell	Spell	Continuous	During each of your Standby Phases, Special Summon 1 @5"Slime Token"@7 (Aqua-Type/WATER/LEVEL 1/ATK 500/DEF 500) in Attack Position to your side of the field. As long as this card remains face-up on the field, you cannot Normal Summon, Flip Summon or Special Summon any other monster (except Slime Tokens).	
877	Jam Defender	0	0	0	Trap	Trap	Trap	Continuous	When a monster on your opponent's side of the field attacks a monster on your side of the field and there is a face-up @5"Revival Jam"@7 on your side of the field, you can switch the attack target to the @5"Revival Jam"@7.	
926	Jar of Greed	0	0	0	Trap	Trap	Trap	None	Draw 1 card from your Deck.	
1293	Jar Robber	0	0	0	Spell	Spell	Spell	Quick-Play	You can only activate this card when @5"Pot of Greed"@7 is activated. Negate the effect of the @5"Pot of Greed"@7 and draw 1 card from your Deck.	
581	Javelin Beetle	2450	2550	8	Insect	EARTH	Ritual	None	This monster can only be Ritual Summoned with the Ritual Spell Card, @5"Javelin Beetle Pact"@7. You must also offer monsters whose total Level Stars equal 8 or more as a Tribute from the field or your hand.	
563	Javelin Beetle Pact	0	0	0	Spell	Spell	Spell	Ritual	This card is used to Ritual Summon @5"Javelin Beetle"@7. You must also offer monsters whose total Level Stars equal 8 or more as a Tribute from the field or your hand.	
78	Jellyfish	1200	1500	4	Aqua	WATER	None	None	An almost invisible, semi-transparent jellyfish that drifts in the sea.	
1898	Jerry Beans Man	1750	0	3	Plant	EARTH	None	None	Jerry, a bean soldier, believes he is the strongest warrior in the world, but his true abilities are still untested.	
1879	Jetroid	1200	1800	4	Machine	WIND	Effect	None	At the time this card is selected as an attack target by your opponent's monster, the controller of this card can activate Trap Card(s) from their hand.	
612	Jinzo~2	2400	1500	6	Machine	DARK	Effect	None	As long as this card remains face-up on the field, Trap Cards cannot be activated. The effects of all face-up Trap Cards are negated.	
325	Jirai Gumo	2200	100	4	Insect	EARTH	Effect	None	When you declare an attack with this card, toss a coin and call it. If you call it right, attack normally. If you call it wrong, decrease your Life Points by half before attacking.	
109	Job-Change Mirror	800	1300	3	Fiend	DARK	None	None	A wicked mirror that blocks off the damaging effects of an attack.	
957	Jowgen the Spiritualist	200	1300	3	Spellcaster	LIGHT	Effect	None	Discard 1 card from your hand to the Graveyard randomly to destroy all Special Summoned monsters on the field. In addition, as long as this card remains face-up on the field, no monsters can be Special Summoned.	
828	Jowls of Dark Demise	200	100	2	Fiend	WATER	Effect	None	FLIP: Take control of 1 monster on your opponent's side of the field until the end of the turn that this card's effect is activated. When the controlled monster attacks, it can attack your opponent's Life Points directly.	
35	Judge Man	2200	1500	6	Warrior	EARTH	None	None	This club-wielding warrior battles to the end and will never surrender.	
1350	Judgement of Pharaoh	0	0	0	Trap	Trap	Trap	None	Pay half your Life Points to select one of the following conditions and effects: @4 @7If a @5"Friendship"@7 is in your Graveyard, your opponent cannot Set, Summon, Flip Summon, Special Summon, or activate an Effect Monster until the end of the turn. @4 @7If a @5"Unity"@7 is in your Graveyard, effects from Spell and Trap Cards on your opponent's Field are cancelled, and your opponent cannot activate or set Spell or Trap Cards until the end of the turn.	
946	Judgment of Anubis	0	0	0	Trap	Trap	Trap	Counter	Discard 1 card from your hand. Negate the activation and the effect of a Spell Card controlled by your opponent that has the effect of destroying Spell and/or Trap Card(s) on the field and destroy it. After that, you can destroy 1 face-up monster on your opponent's side of the field and inflict damage to your opponent equal to the ATK of the destroyed monster.	
687	Just Desserts	0	0	0	Trap	Trap	Trap	None	Inflict 500 points of damage to your opponent's Life Points for each monster on your opponent's side of the field.	
1525	KA-2 Des Scissors	1000	1000	4	Machine	DARK	Effect	None	When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the Level of the destroyed monster x 500 points.	
1162	Kabazauls	1700	1500	4	Dinosaur	WATER	None	None	A huge monster in the shape of a hippopotamus. The sneezing from his gigantic body is so fierce that people mistake it for a hurricane.	
202	Kagemusha of the Blue Flame	800	400	2	Warrior	EARTH	None	None	Serving as a double for the Ruler of the Blue Flame, he's a master swordsman that wields a fine blade.	
111	Kageningen	800	600	2	Warrior	DARK	None	None	Uses both its physical and shadow forms to attack, making it a difficult monster to overcome.	
1812	Kaibaman	200	700	3	Warrior	LIGHT	Effect	None	Tribute this card to Special Summon 1 @5"Blue-Eyes White Dragon"@7 from your hand.	
365	Kaiser Dragon	2300	2000	7	Dragon	LIGHT	Fusion	None	@5"Winged Dragon, Guardian of the Fortress #1"@7 + @5"Fairy Dragon"@7	
1049	Kaiser Glider	2400	2200	6	Dragon	LIGHT	Effect	None	This card is not destroyed as a result of battle when this card battles with a monster with the same ATK. When this card is destroyed and sent to the Graveyard, return 1 monster on the field to its owner's hand.	
1095	Kaiser Sea Horse	1700	1650	4	Sea Serpent	LIGHT	Effect	None	If you Tribute Summon a LIGHT monster, you can treat this 1 monster as 2 Tribute Monsters for the Tribute Summon.	
445	Kamakiriman	1150	1400	4	Insect	EARTH	None	None	A man-shaped mantis with two razor-sharp scythes.	
387	Kaminari Attack	1900	1400	5	Thunder	WIND	Fusion	None	@5"Ocubeam"@7 + @5"Mega Thunderball"@7	
199	Kaminarikozou	700	600	2	Thunder	WIND	None	None	This monster stores electricity within its body, unleashing it with lethal effect.	
1853	Kaminote Blow	0	0	0	Spell	Spell	Spell	None	You can only activate this card if there is at least 1 face-up @5"Chu-Ske the Mouse Fighter"@7, @5"Monk Fighter"@7, or @5"Master Monk"@7 on your side of the field. Destroy the monster(s) that battle with these monsters on your side of the field this turn, at the end of each Damage Step.	
118	Kamionwizard	1300	1100	4	Spellcaster	DARK	Fusion	None	@5"Mystical Elf"@7 + @5"Curtain of the Dark Ones"@7	
312	Kanan the Swordmistress	1400	1400	4	Warrior	EARTH	None	None	A lady warrior armed with sword and shield, she floats like a butterfly and stings like a bee.	
1767	Kangaroo Champ	800	700	4	Beast	EARTH	Effect	None	A monster that battles with this card is changed to Defense Position after damage calculation.	
380	Kanikabuto	650	900	3	Aqua	WATER	None	None	A monster crab with huge claws for clipping enemies to little pieces.	
379	Kappa Avenger	1200	900	3	Aqua	WATER	None	None	An amphibian that sold his soul for unlimited power to avenge his late friend.	
734	Karate Man	1000	1000	3	Warrior	EARTH	Effect	None	You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.	
48	Karbonala Warrior	1500	1200	4	Warrior	EARTH	Fusion	None	@5"M-Warrior #1"@7 + @5"M-Warrior #2"@7	
2062	Karma Cut	0	0	0	Trap	Trap	Trap	None	Discard 1 card from your hand. Remove from play 1 face-up monster on your opponent's side of the field. If there is a card(s) in your opponent's Graveyard with the same name as the removed monster, also remove from play that card(s).	
330	Kazejin	2400	2200	7	Spellcaster	WIND	Effect	None	You can only activate this card's effect during your opponent's damage calculation. Make the ATK of a monster attacking this card 0 during damage calculation. This effect can only be used once as long as this card remains face-up on the field.	
1057	Kelbek	1500	1800	4	Fairy	EARTH	Effect	None	A monster that attacks this card returns to its owner's hand. Damage calculation is applied normally.	
1047	Keldo	1200	1600	4	Fairy	EARTH	Effect	None	When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from your opponent's Graveyard, add them to your opponent's Deck and the Deck is then shuffled.	
496	Key Mace	1050	1200	4	Fiend	DARK	None	None	The power of this monster lies in its ability to suppress the good and bring out the bad in any monster.	
57	Killer Needle	1200	1000	4	Insect	WIND	None	None	A huge bee with exceptional strength that's particularly dangerous in a swarm.	
827	Kinetic Soldier	1350	1800	3	Machine	EARTH	Effect	None	When this card battles with a Warrior-Type monster, increase the ATK and DEF of this monster by 2000 points only during damage calculation.	
1786	King Dragun	2400	1100	7	Dragon	DARK	Fusion/Effect	None	@5"Lord of D."@7+@5"Divine Dragon Ragnarok"@7  As long as this card remains face-up on the field, your opponent cannot designate Dragon-Type monsters as a target of the effect of a Spell, Trap, or Monster Card. Once per turn, you can Special Summon 1 Dragon-Type monster from your hand to your side of the field.	
264	King Fog	1000	900	3	Fiend	DARK	None	None	A fiend that dwells in a blinding curtain of smoke.	
1845	King of the Skull Servants	65535	0	1	Zombie	DARK	Effect	None	The original ATK of this card becomes the number of @5"King of the Skull Servants"@7 and @5"Skull Servant"@7 cards in your Graveyard x 1000 points. When this card is destroyed and sent to the Graveyard as a result of battle, remove from play 1 other @5"King of the Skull Servants"@7 or @5"Skull Servant"@7 card in your Graveyard to Special Summon this card.	
1587	King of the Swamp	500	1100	3	Aqua	WATER	Effect	None	You can substitute this card for any 1 Fusion Material Monster. When you do this, the other Fusion Material Monster(s) must be the correct one(s). Discard this card from your hand to the Graveyard to add a @5"Polymerization"@7 from your Deck to your hand. The Deck is then shuffled.	
94	King of Yamimakai	2000	1530	5	Fiend	DARK	None	None	Wields the power of darkness to destroy its enemies.	
809	King Tiger Wanghu	1700	1000	4	Beast	EARTH	Effect	None	As long as this card remains face-up on the field, destroy all monsters with an ATK equal to 1400 or less that are Normal Summoned or Special Summoned (excluding Flip Summon).	
1207	King's Knight	1600	1400	4	Warrior	LIGHT	Effect	None	While @5"Queen's Knight"@7 is on your side of the field, when this card is Normal Summoned, you can Special Summon 1 @5"Jack's Knight"@7 from your Deck.	
1219	Kiryu	2000	1500	5	Dragon	DARK	Union	None	Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your @5"Dark Blade"@7 as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK/DEF of the equipped monster by 900 points, and you can Tribute this card to allow the equipped monster to attack your opponent's Life Points directly this turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)	
780	Kiseitai	300	800	2	Fiend	DARK	Effect	None	When your opponent's monster attacks this card in face-down Defense Position, this card becomes an Equip Spell Card equipped to the attacking monster (No damage calculation is conducted). During each of your opponent's Standby Phases, increase your Life Points by half of the ATK of the monster equipped with this card.	
